date,kpi_name,region,device_type,browser,channel,business_segment,impressions,clicks,conversions,orders,revenue,latency_ms,kpi_value,is_incident,incident_id,incident_type,incident_description
2026-02-01,click_through_rate,North America,Desktop,Chrome,Paid Search,SMB,974,84,8,6,385.06,162.69,0.086242,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Paid Search,SMB,974,84,8,6,385.06,162.69,64.176738,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Paid Search,SMB,974,84,8,6,385.06,162.69,162.688503,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Paid Search,SMB,974,84,8,6,385.06,162.69,0.395339,False,,,
2026-02-01,conversion_rate,North America,Desktop,Chrome,Paid Search,Mid-Market,1097,99,11,8,593.4,167.53,0.111111,False,,,
2026-02-01,click_through_rate,North America,Desktop,Chrome,Paid Search,Mid-Market,1097,99,11,8,593.4,167.53,0.090246,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Paid Search,Mid-Market,1097,99,11,8,593.4,167.53,74.175605,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Paid Search,Mid-Market,1097,99,11,8,593.4,167.53,167.529113,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Paid Search,Mid-Market,1097,99,11,8,593.4,167.53,0.540934,False,,,
2026-02-01,conversion_rate,North America,Desktop,Chrome,Paid Search,Enterprise,1394,124,17,14,1286.3,167.94,0.137097,False,,,
2026-02-01,click_through_rate,North America,Desktop,Chrome,Paid Search,Enterprise,1394,124,17,14,1286.3,167.94,0.088953,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Paid Search,Enterprise,1394,124,17,14,1286.3,167.94,91.878527,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Paid Search,Enterprise,1394,124,17,14,1286.3,167.94,167.942379,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Paid Search,Enterprise,1394,124,17,14,1286.3,167.94,0.92274,False,,,
2026-02-01,conversion_rate,North America,Desktop,Chrome,Email,SMB,730,49,5,4,225.3,164.96,0.102041,False,,,
2026-02-01,click_through_rate,North America,Desktop,Chrome,Email,SMB,730,49,5,4,225.3,164.96,0.067123,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Email,SMB,730,49,5,4,225.3,164.96,56.326015,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Email,SMB,730,49,5,4,225.3,164.96,164.961359,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Email,SMB,730,49,5,4,225.3,164.96,0.308636,False,,,
2026-02-01,conversion_rate,North America,Desktop,Chrome,Email,Mid-Market,860,59,6,5,349.38,156.34,0.101695,False,,,
2026-02-01,click_through_rate,North America,Desktop,Chrome,Email,Mid-Market,860,59,6,5,349.38,156.34,0.068605,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Email,Mid-Market,860,59,6,5,349.38,156.34,69.876352,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Email,Mid-Market,860,59,6,5,349.38,156.34,156.344705,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Email,Mid-Market,860,59,6,5,349.38,156.34,0.406258,False,,,
2026-02-01,conversion_rate,North America,Desktop,Chrome,Email,Enterprise,1000,70,9,7,607.49,157.68,0.128571,False,,,
2026-02-01,click_through_rate,North America,Desktop,Chrome,Email,Enterprise,1000,70,9,7,607.49,157.68,0.07,False,,,
2026-02-01,average_order_value,North America,Desktop,Chrome,Email,Enterprise,1000,70,9,7,607.49,157.68,86.784106,False,,,
2026-02-01,latency_ms,North America,Desktop,Chrome,Email,Enterprise,1000,70,9,7,607.49,157.68,157.676854,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Chrome,Email,Enterprise,1000,70,9,7,607.49,157.68,0.607489,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Organic,SMB,882,68,6,5,333.27,176.76,0.088235,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Organic,SMB,882,68,6,5,333.27,176.76,0.077098,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Organic,SMB,882,68,6,5,333.27,176.76,66.653943,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Organic,SMB,882,68,6,5,333.27,176.76,176.762969,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Organic,SMB,882,68,6,5,333.27,176.76,0.377857,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Organic,Mid-Market,948,74,7,6,405.24,165.77,0.094595,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Organic,Mid-Market,948,74,7,6,405.24,165.77,0.078059,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Organic,Mid-Market,948,74,7,6,405.24,165.77,67.53981,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Organic,Mid-Market,948,74,7,6,405.24,165.77,165.772867,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Organic,Mid-Market,948,74,7,6,405.24,165.77,0.427467,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Organic,Enterprise,1163,90,12,9,816.9,160.74,0.133333,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Organic,Enterprise,1163,90,12,9,816.9,160.74,0.077386,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Organic,Enterprise,1163,90,12,9,816.9,160.74,90.766722,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Organic,Enterprise,1163,90,12,9,816.9,160.74,160.743821,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Organic,Enterprise,1163,90,12,9,816.9,160.74,0.702408,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Paid Search,SMB,942,80,7,5,328.39,171.21,0.0875,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Paid Search,SMB,942,80,7,5,328.39,171.21,0.084926,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Paid Search,SMB,942,80,7,5,328.39,171.21,65.678621,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Paid Search,SMB,942,80,7,5,328.39,171.21,171.206345,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Paid Search,SMB,942,80,7,5,328.39,171.21,0.348613,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Paid Search,Mid-Market,1116,95,10,8,610.29,169.92,0.105263,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Paid Search,Mid-Market,1116,95,10,8,610.29,169.92,0.085125,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Paid Search,Mid-Market,1116,95,10,8,610.29,169.92,76.286104,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Paid Search,Mid-Market,1116,95,10,8,610.29,169.92,169.915165,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Paid Search,Mid-Market,1116,95,10,8,610.29,169.92,0.546854,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Paid Search,Enterprise,1273,107,13,10,934.21,179.19,0.121495,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Paid Search,Enterprise,1273,107,13,10,934.21,179.19,0.084053,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Paid Search,Enterprise,1273,107,13,10,934.21,179.19,93.420873,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Paid Search,Enterprise,1273,107,13,10,934.21,179.19,179.192734,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Paid Search,Enterprise,1273,107,13,10,934.21,179.19,0.733864,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Email,SMB,735,47,4,3,182.69,175.89,0.085106,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Email,SMB,735,47,4,3,182.69,175.89,0.063946,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Email,SMB,735,47,4,3,182.69,175.89,60.897015,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Email,SMB,735,47,4,3,182.69,175.89,175.888409,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Email,SMB,735,47,4,3,182.69,175.89,0.248559,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Email,Mid-Market,885,57,6,5,340.7,177.56,0.105263,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Email,Mid-Market,885,57,6,5,340.7,177.56,0.064407,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Email,Mid-Market,885,57,6,5,340.7,177.56,68.13965,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Email,Mid-Market,885,57,6,5,340.7,177.56,177.564855,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Email,Mid-Market,885,57,6,5,340.7,177.56,0.38497,False,,,
2026-02-01,conversion_rate,North America,Desktop,Safari,Email,Enterprise,1021,68,8,6,521.97,172.66,0.117647,False,,,
2026-02-01,click_through_rate,North America,Desktop,Safari,Email,Enterprise,1021,68,8,6,521.97,172.66,0.066601,False,,,
2026-02-01,average_order_value,North America,Desktop,Safari,Email,Enterprise,1021,68,8,6,521.97,172.66,86.994949,False,,,
2026-02-01,latency_ms,North America,Desktop,Safari,Email,Enterprise,1021,68,8,6,521.97,172.66,172.664245,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Safari,Email,Enterprise,1021,68,8,6,521.97,172.66,0.511234,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Organic,SMB,839,67,6,5,321.8,172.25,0.089552,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Organic,SMB,839,67,6,5,321.8,172.25,0.079857,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Organic,SMB,839,67,6,5,321.8,172.25,64.36084,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Organic,SMB,839,67,6,5,321.8,172.25,172.251044,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Organic,SMB,839,67,6,5,321.8,172.25,0.383557,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Organic,Mid-Market,944,74,8,6,420.45,187.19,0.108108,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Organic,Mid-Market,944,74,8,6,420.45,187.19,0.07839,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Organic,Mid-Market,944,74,8,6,420.45,187.19,70.074668,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Organic,Mid-Market,944,74,8,6,420.45,187.19,187.189106,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Organic,Mid-Market,944,74,8,6,420.45,187.19,0.44539,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Organic,Enterprise,1188,96,12,9,779.45,161.49,0.125,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Organic,Enterprise,1188,96,12,9,779.45,161.49,0.080808,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Organic,Enterprise,1188,96,12,9,779.45,161.49,86.605552,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Organic,Enterprise,1188,96,12,9,779.45,161.49,161.490373,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Organic,Enterprise,1188,96,12,9,779.45,161.49,0.656103,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Paid Search,SMB,946,79,7,5,331.55,195.6,0.088608,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Paid Search,SMB,946,79,7,5,331.55,195.6,0.08351,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Paid Search,SMB,946,79,7,5,331.55,195.6,66.30941,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Paid Search,SMB,946,79,7,5,331.55,195.6,195.596721,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Paid Search,SMB,946,79,7,5,331.55,195.6,0.350473,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Paid Search,Mid-Market,1074,91,10,8,589.87,183.21,0.10989,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Paid Search,Mid-Market,1074,91,10,8,589.87,183.21,0.08473,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Paid Search,Mid-Market,1074,91,10,8,589.87,183.21,73.733457,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Paid Search,Mid-Market,1074,91,10,8,589.87,183.21,183.211865,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Paid Search,Mid-Market,1074,91,10,8,589.87,183.21,0.549225,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Paid Search,Enterprise,1386,122,15,11,1035.44,190.05,0.122951,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Paid Search,Enterprise,1386,122,15,11,1035.44,190.05,0.088023,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Paid Search,Enterprise,1386,122,15,11,1035.44,190.05,94.130471,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Paid Search,Enterprise,1386,122,15,11,1035.44,190.05,190.045143,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Paid Search,Enterprise,1386,122,15,11,1035.44,190.05,0.747067,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Email,SMB,772,53,5,4,244.71,180.29,0.09434,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Email,SMB,772,53,5,4,244.71,180.29,0.068653,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Email,SMB,772,53,5,4,244.71,180.29,61.176964,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Email,SMB,772,53,5,4,244.71,180.29,180.293345,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Email,SMB,772,53,5,4,244.71,180.29,0.316979,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Email,Mid-Market,847,58,6,5,335.58,170.79,0.103448,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Email,Mid-Market,847,58,6,5,335.58,170.79,0.068477,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Email,Mid-Market,847,58,6,5,335.58,170.79,67.115402,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Email,Mid-Market,847,58,6,5,335.58,170.79,170.789848,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Email,Mid-Market,847,58,6,5,335.58,170.79,0.396195,False,,,
2026-02-01,conversion_rate,North America,Desktop,Firefox,Email,Enterprise,1017,68,8,7,583.77,183.49,0.117647,False,,,
2026-02-01,click_through_rate,North America,Desktop,Firefox,Email,Enterprise,1017,68,8,7,583.77,183.49,0.066863,False,,,
2026-02-01,average_order_value,North America,Desktop,Firefox,Email,Enterprise,1017,68,8,7,583.77,183.49,83.396038,False,,,
2026-02-01,latency_ms,North America,Desktop,Firefox,Email,Enterprise,1017,68,8,7,583.77,183.49,183.492201,False,,,
2026-02-01,revenue_per_session,North America,Desktop,Firefox,Email,Enterprise,1017,68,8,7,583.77,183.49,0.574014,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Organic,SMB,730,60,5,4,249.72,208.62,0.083333,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Organic,SMB,730,60,5,4,249.72,208.62,0.082192,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Organic,SMB,730,60,5,4,249.72,208.62,62.431097,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Organic,SMB,730,60,5,4,249.72,208.62,208.617373,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Organic,SMB,730,60,5,4,249.72,208.62,0.342088,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Organic,Mid-Market,847,68,7,5,358.96,188.34,0.102941,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Organic,Mid-Market,847,68,7,5,358.96,188.34,0.080283,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Organic,Mid-Market,847,68,7,5,358.96,188.34,71.791643,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Organic,Mid-Market,847,68,7,5,358.96,188.34,188.341962,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Organic,Mid-Market,847,68,7,5,358.96,188.34,0.4238,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Organic,Enterprise,1108,88,11,9,799.45,199.22,0.125,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Organic,Enterprise,1108,88,11,9,799.45,199.22,0.079422,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Organic,Enterprise,1108,88,11,9,799.45,199.22,88.827932,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Organic,Enterprise,1108,88,11,9,799.45,199.22,199.218656,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Organic,Enterprise,1108,88,11,9,799.45,199.22,0.721527,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Paid Search,SMB,865,74,6,5,340.25,186.53,0.081081,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Paid Search,SMB,865,74,6,5,340.25,186.53,0.085549,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Paid Search,SMB,865,74,6,5,340.25,186.53,68.050327,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Paid Search,SMB,865,74,6,5,340.25,186.53,186.529098,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Paid Search,SMB,865,74,6,5,340.25,186.53,0.393354,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Paid Search,Mid-Market,982,86,8,6,465.52,211.65,0.093023,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Paid Search,Mid-Market,982,86,8,6,465.52,211.65,0.087576,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Paid Search,Mid-Market,982,86,8,6,465.52,211.65,77.5875,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Paid Search,Mid-Market,982,86,8,6,465.52,211.65,211.647526,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Paid Search,Mid-Market,982,86,8,6,465.52,211.65,0.474058,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Paid Search,Enterprise,1220,109,13,10,921.58,187.11,0.119266,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Paid Search,Enterprise,1220,109,13,10,921.58,187.11,0.089344,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Paid Search,Enterprise,1220,109,13,10,921.58,187.11,92.158164,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Paid Search,Enterprise,1220,109,13,10,921.58,187.11,187.105312,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Paid Search,Enterprise,1220,109,13,10,921.58,187.11,0.755395,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Email,SMB,625,42,3,2,119.66,180.18,0.071429,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Email,SMB,625,42,3,2,119.66,180.18,0.0672,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Email,SMB,625,42,3,2,119.66,180.18,59.829675,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Email,SMB,625,42,3,2,119.66,180.18,180.175383,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Email,SMB,625,42,3,2,119.66,180.18,0.191455,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Email,Mid-Market,766,52,5,4,266.89,200.42,0.096154,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Email,Mid-Market,766,52,5,4,266.89,200.42,0.067885,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Email,Mid-Market,766,52,5,4,266.89,200.42,66.72221,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Email,Mid-Market,766,52,5,4,266.89,200.42,200.423684,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Email,Mid-Market,766,52,5,4,266.89,200.42,0.348419,False,,,
2026-02-01,conversion_rate,North America,Mobile,Chrome,Email,Enterprise,949,61,7,5,414.55,197.37,0.114754,False,,,
2026-02-01,click_through_rate,North America,Mobile,Chrome,Email,Enterprise,949,61,7,5,414.55,197.37,0.064278,False,,,
2026-02-01,average_order_value,North America,Mobile,Chrome,Email,Enterprise,949,61,7,5,414.55,197.37,82.910844,False,,,
2026-02-01,latency_ms,North America,Mobile,Chrome,Email,Enterprise,949,61,7,5,414.55,197.37,197.37373,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Chrome,Email,Enterprise,949,61,7,5,414.55,197.37,0.436833,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Organic,SMB,760,56,5,4,259.87,226.6,0.089286,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Organic,SMB,760,56,5,4,259.87,226.6,0.073684,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Organic,SMB,760,56,5,4,259.87,226.6,64.966613,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Organic,SMB,760,56,5,4,259.87,226.6,226.599249,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Organic,SMB,760,56,5,4,259.87,226.6,0.34193,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Organic,Mid-Market,863,65,6,4,280.77,199.61,0.092308,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Organic,Mid-Market,863,65,6,4,280.77,199.61,0.075319,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Organic,Mid-Market,863,65,6,4,280.77,199.61,70.191846,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Organic,Mid-Market,863,65,6,4,280.77,199.61,199.609925,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Organic,Mid-Market,863,65,6,4,280.77,199.61,0.325339,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Organic,Enterprise,1138,85,10,7,585.07,224.52,0.117647,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Organic,Enterprise,1138,85,10,7,585.07,224.52,0.074692,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Organic,Enterprise,1138,85,10,7,585.07,224.52,83.580917,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Organic,Enterprise,1138,85,10,7,585.07,224.52,224.523795,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Organic,Enterprise,1138,85,10,7,585.07,224.52,0.514118,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Paid Search,SMB,866,74,6,5,325.19,227.95,0.081081,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Paid Search,SMB,866,74,6,5,325.19,227.95,0.08545,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Paid Search,SMB,866,74,6,5,325.19,227.95,65.037236,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Paid Search,SMB,866,74,6,5,325.19,227.95,227.952609,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Paid Search,SMB,866,74,6,5,325.19,227.95,0.375504,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Paid Search,Mid-Market,981,78,7,5,384.6,215.3,0.089744,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Paid Search,Mid-Market,981,78,7,5,384.6,215.3,0.079511,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Paid Search,Mid-Market,981,78,7,5,384.6,215.3,76.920461,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Paid Search,Mid-Market,981,78,7,5,384.6,215.3,215.296109,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Paid Search,Mid-Market,981,78,7,5,384.6,215.3,0.392051,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Paid Search,Enterprise,1249,110,12,9,850.31,210.17,0.109091,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Paid Search,Enterprise,1249,110,12,9,850.31,210.17,0.08807,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Paid Search,Enterprise,1249,110,12,9,850.31,210.17,94.478593,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Paid Search,Enterprise,1249,110,12,9,850.31,210.17,210.169215,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Paid Search,Enterprise,1249,110,12,9,850.31,210.17,0.680791,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Email,SMB,653,41,3,2,126.15,211.51,0.073171,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Email,SMB,653,41,3,2,126.15,211.51,0.062787,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Email,SMB,653,41,3,2,126.15,211.51,63.075772,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Email,SMB,653,41,3,2,126.15,211.51,211.505727,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Email,SMB,653,41,3,2,126.15,211.51,0.193188,False,,,
2026-02-01,conversion_rate,North America,Mobile,Safari,Email,Mid-Market,694,47,4,3,209.36,226.58,0.085106,False,,,
2026-02-01,click_through_rate,North America,Mobile,Safari,Email,Mid-Market,694,47,4,3,209.36,226.58,0.067723,False,,,
2026-02-01,average_order_value,North America,Mobile,Safari,Email,Mid-Market,694,47,4,3,209.36,226.58,69.787489,False,,,
2026-02-01,latency_ms,North America,Mobile,Safari,Email,Mid-Market,694,47,4,3,209.36,226.58,226.583903,False,,,
2026-02-01,revenue_per_session,North America,Mobile,Safari,Email,Mid-Market,694,47,4,3,209.36,226.58,0.301675,False,,,
