analysis_date,kpi_name,detector_used,dimension_type,dimension_value,actual_value_sum_or_avg,expected_value_sum_or_avg,degradation_amount,contribution_share,contribution_rank,anomaly_count,severity_max,recommended_action
2026-02-09,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Safari + Paid Search + SMB,0.328543,0.37897475,0.05043175000000005,0.2580800747142248,3,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Safari + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region,APAC,0.398579,0.47893325,0.08035424999999996,0.41120585432005563,1,1,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region,EMEA,0.320531,0.38515625,0.06462524999999997,0.3307140709657196,2,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region,North America,0.328543,0.37897475,0.05043175000000005,0.2580800747142248,3,1,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region_device_browser,APAC + Desktop + Firefox,0.398579,0.47893325,0.08035424999999996,0.41120585432005563,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Desktop + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Chrome,0.320531,0.38515625,0.06462524999999997,0.3307140709657196,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-09,revenue_per_session,residual_anomaly,region_device_browser,North America + Desktop + Safari,0.328543,0.37897475,0.05043175000000005,0.2580800747142248,3,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,browser,Firefox,0.4134,0.5106812222222222,0.19456244444444443,0.43003138553122094,1,2,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,browser,Chrome,0.33667349999999996,0.4213127222222222,0.16927844444444445,0.3741474579684377,2,2,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,browser,Safari,0.426548,0.5151448888888889,0.08859688888888889,0.19582115650034138,3,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.41778266666666664,0.5121691111111111,0.2831593333333333,0.6258525420315624,1,3,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,business_segment,SMB,0.33667349999999996,0.4213127222222222,0.16927844444444445,0.3741474579684377,2,2,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,channel,Organic,0.4241975,0.5227230555555555,0.19705111111111107,0.4355319577400452,1,2,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,channel,Paid Search,0.33667349999999996,0.4213127222222222,0.16927844444444445,0.3741474579684377,2,2,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,channel,Email,0.404953,0.49106122222222226,0.08610822222222225,0.19032058429151713,3,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,device_type,Mobile,0.38744325,0.48492777777777774,0.3899381111111111,0.8618601944036504,1,4,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,device_type,Desktop,0.376922,0.43942166666666665,0.062499666666666676,0.13813980559634967,2,1,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Firefox + Organic + Enterprise,0.421847,0.5303012222222222,0.10845422222222217,0.2397108012397038,1,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Firefox + Organic + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,full_segment,EMEA + Mobile + Chrome + Paid Search + SMB,0.296425,0.40320377777777777,0.10677877777777778,0.236007652372088,2,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Mobile + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Safari + Organic + Enterprise,0.426548,0.5151448888888889,0.08859688888888889,0.19582115650034138,3,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Safari + Organic + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Firefox + Email + Enterprise,0.404953,0.49106122222222226,0.08610822222222225,0.19032058429151713,4,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Firefox + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Chrome + Paid Search + SMB,0.376922,0.43942166666666665,0.062499666666666676,0.13813980559634967,5,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region,APAC,0.4241975,0.5227230555555555,0.19705111111111107,0.4355319577400452,1,2,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region,North America,0.3909375,0.4652414444444445,0.14860788888888893,0.3284603898878668,2,2,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region,EMEA,0.296425,0.40320377777777777,0.10677877777777778,0.236007652372088,3,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region_device_browser,APAC + Mobile + Firefox,0.421847,0.5303012222222222,0.10845422222222217,0.2397108012397038,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Mobile + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Mobile + Chrome,0.296425,0.40320377777777777,0.10677877777777778,0.236007652372088,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region_device_browser,APAC + Mobile + Safari,0.426548,0.5151448888888889,0.08859688888888889,0.19582115650034138,3,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Mobile + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region_device_browser,North America + Mobile + Firefox,0.404953,0.49106122222222226,0.08610822222222225,0.19032058429151713,4,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Mobile + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-10,revenue_per_session,residual_anomaly,region_device_browser,North America + Desktop + Chrome,0.376922,0.43942166666666665,0.062499666666666676,0.13813980559634967,5,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Desktop + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,browser,Chrome,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,browser,Safari,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,business_segment,SMB,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,channel,Email,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,channel,Paid Search,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,device_type,Desktop,0.3043935,0.38225734999999994,0.1557276999999999,1.0,1,2,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Chrome + Email + Mid-Market,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Chrome + Email + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,full_segment,APAC + Desktop + Safari + Paid Search + SMB,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Desktop + Safari + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,region,North America,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,region,APAC,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,region_device_browser,North America + Desktop + Chrome,0.319261,0.41987589999999997,0.10061489999999995,0.6460950749288663,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Desktop + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-11,revenue_per_session,residual_anomaly,region_device_browser,APAC + Desktop + Safari,0.289526,0.34463879999999997,0.05511279999999996,0.35390492507113375,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Desktop + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,browser,Chrome,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,business_segment,SMB,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,channel,Email,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,device_type,Mobile,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,full_segment,APAC + Mobile + Chrome + Email + SMB,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for full_segment = APAC + Mobile + Chrome + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,region,APAC,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,conversion_rate,residual_anomaly,region_device_browser,APAC + Mobile + Chrome,0.055556,0.07408490909090909,0.01852890909090909,1.0,1,1,WARNING,"Review conversion_rate drivers for region_device_browser = APAC + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,browser,Chrome,0.3005545,0.3768074545454545,0.15250590909090905,0.557072571705994,1,2,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,browser,Safari,0.167001,0.23260527272727272,0.0656042727272727,0.2396388516414657,2,1,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,browser,Firefox,0.309227,0.36487990909090906,0.055652909090909086,0.20328857665254035,3,1,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,business_segment,SMB,0.26933425,0.33777502272727267,0.27376309090909084,1.0,1,4,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,channel,Paid Search,0.30344533333333334,0.372831606060606,0.20815881818181814,0.7603611483585343,1,3,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,channel,Email,0.167001,0.23260527272727272,0.0656042727272727,0.2396388516414657,2,1,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,device_type,Desktop,0.309303,0.3781760454545454,0.13774609090909085,0.5031580058936159,1,2,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,device_type,Mobile,0.2293655,0.297374,0.136017,0.4968419941063841,2,2,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,full_segment,APAC + Desktop + Chrome + Paid Search + SMB,0.309379,0.3914721818181818,0.08209318181818176,0.29986942924107557,1,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Desktop + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Chrome + Paid Search + SMB,0.29173,0.3621427272727273,0.0704127272727273,0.2572031424649184,2,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Chrome + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,full_segment,North America + Mobile + Safari + Email + SMB,0.167001,0.23260527272727272,0.0656042727272727,0.2396388516414657,3,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Mobile + Safari + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Firefox + Paid Search + SMB,0.309227,0.36487990909090906,0.055652909090909086,0.20328857665254035,4,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Firefox + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region,APAC,0.3005545,0.3768074545454545,0.15250590909090905,0.557072571705994,1,2,WARNING,"Review revenue_per_session drivers for region = APAC; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region,North America,0.167001,0.23260527272727272,0.0656042727272727,0.2396388516414657,2,1,WARNING,"Review revenue_per_session drivers for region = North America; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region,EMEA,0.309227,0.36487990909090906,0.055652909090909086,0.20328857665254035,3,1,WARNING,"Review revenue_per_session drivers for region = EMEA; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region_device_browser,APAC + Desktop + Chrome,0.309379,0.3914721818181818,0.08209318181818176,0.29986942924107557,1,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Desktop + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region_device_browser,APAC + Mobile + Chrome,0.29173,0.3621427272727273,0.0704127272727273,0.2572031424649184,2,1,WARNING,"Review revenue_per_session drivers for region_device_browser = APAC + Mobile + Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region_device_browser,North America + Mobile + Safari,0.167001,0.23260527272727272,0.0656042727272727,0.2396388516414657,3,1,WARNING,"Review revenue_per_session drivers for region_device_browser = North America + Mobile + Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-12,revenue_per_session,residual_anomaly,region_device_browser,EMEA + Desktop + Firefox,0.309227,0.36487990909090906,0.055652909090909086,0.20328857665254035,4,1,WARNING,"Review revenue_per_session drivers for region_device_browser = EMEA + Desktop + Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,browser,Safari,0.3730245,0.4814689166666667,0.21688883333333336,0.3781544276916049,1,2,WARNING,"Review revenue_per_session drivers for browser = Safari; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,browser,Chrome,0.20716,0.30647795833333336,0.19863591666666666,0.34632973137274153,2,2,WARNING,"Review revenue_per_session drivers for browser = Chrome; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,browser,Firefox,0.21921849999999998,0.29822895833333335,0.15802091666666673,0.27551584093565357,3,2,WARNING,"Review revenue_per_session drivers for browser = Firefox; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,business_segment,SMB,0.2164003333333333,0.2978905,0.24447050000000004,0.42624417584882807,1,3,WARNING,"Review revenue_per_session drivers for business_segment = SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,business_segment,Mid-Market,0.31245649999999997,0.42139329166666667,0.21787358333333337,0.37987137902997553,2,2,WARNING,"Review revenue_per_session drivers for business_segment = Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,business_segment,Enterprise,0.324692,0.43589358333333333,0.11120158333333335,0.1938844451211964,3,1,WARNING,"Review revenue_per_session drivers for business_segment = Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,channel,Email,0.23240066666666662,0.33414783333333337,0.30524150000000005,0.532200865144711,1,3,WARNING,"Review revenue_per_session drivers for channel = Email; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,channel,Paid Search,0.34541999999999995,0.43634729166666664,0.18185458333333337,0.3170707999421145,2,2,WARNING,"Review revenue_per_session drivers for channel = Paid Search; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,channel,Organic,0.210764,0.2972135833333333,0.0864495833333333,0.15072833491317453,3,1,WARNING,"Review revenue_per_session drivers for channel = Organic; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,device_type,Mobile,0.25212375,0.34862495833333335,0.3860048333333334,0.673014993865644,1,4,WARNING,"Review revenue_per_session drivers for device_type = Mobile; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,device_type,Desktop,0.2951555,0.38892591666666665,0.18754083333333338,0.3269850061343561,2,2,WARNING,"Review revenue_per_session drivers for device_type = Desktop; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Chrome + Email + Mid-Market,0.203556,0.31574233333333335,0.11218633333333336,0.19560139645956703,1,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Chrome + Email + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Safari + Email + Enterprise,0.324692,0.43589358333333333,0.11120158333333335,0.1938844451211964,2,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Safari + Email + Enterprise; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,North America + Desktop + Safari + Paid Search + Mid-Market,0.421357,0.52704425,0.10568725000000001,0.18426998257040852,3,1,WARNING,"Review revenue_per_session drivers for full_segment = North America + Desktop + Safari + Paid Search + Mid-Market; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Chrome + Organic + SMB,0.210764,0.2972135833333333,0.0864495833333333,0.15072833491317453,4,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Chrome + Organic + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,EMEA + Desktop + Firefox + Email + SMB,0.168954,0.25080758333333336,0.08185358333333337,0.14271502356394758,5,1,WARNING,"Review revenue_per_session drivers for full_segment = EMEA + Desktop + Firefox + Email + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
2026-02-13,revenue_per_session,residual_anomaly,full_segment,APAC + Mobile + Firefox + Paid Search + SMB,0.269483,0.34565033333333334,0.07616733333333336,0.132800817371706,6,1,WARNING,"Review revenue_per_session drivers for full_segment = APAC + Mobile + Firefox + Paid Search + SMB; check recent releases, tracking changes, campaign mix, and operational issues."
